Monthly Average: 1102.0
Monthly Average: 5169.0
Monthly Average: 6993.666666666667
Monthly Average: 5839.25
Monthly Average: 6034.4
Monthly Average: 6761.0
Monthly Average: 6231.571428571428
Monthly Average: 5921.375
Monthly Average: 5728.0
Monthly Average: 5700.4
Monthly Average: 6159.0
Monthly Average: 6470.416666666667
Monthly Average: 5992.307692307692
Monthly Average: 6249.714285714285
Monthly Average: 5916.666666666667
Monthly Average: 5713.6875
Monthly Average: 5452.117647058823
Monthly Average: 5219.611111111111
Monthly Average: 5014.736842105263
Monthly Average: 5274.35
Monthly Average: 5296.0952380952385
Monthly Average: 5438.772727272727
Monthly Average: 5230.130434782609
Monthly Average: 5246.541666666667
Monthly Average: 5079.16
Monthly Average: 5035.576923076923
Monthly Average: 4989.666666666667
Monthly Average: 5146.5
Monthly Average: 5174.0344827586205
Monthly Average: 5355.3
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
Monthly Average: 5246.096774193548
